NIK,Nama,Tempat_Lahir,Tanggal_Lahir,Jenis_Kelamin,Alamat,RT_RW,Kel_Desa,Kecamatan,Kab_Kota,Provinsi,Agama,Status_Perkawinan,Pekerjaan,Kewarganegaraan
8062660502613690,HADI SAPUTRA,BOGOR,1961-02-05,LAKI-LAKI,JL. DUMMY NO. 41,002/008,DESA MAJU,KECAMATAN B,SEMARANG,JAWA BARAT,KATOLIK,KAWIN,BURUH,WNI
6800022808814580,FARHAN LESTARI,SURABAYA,1981-08-28,LAKI-LAKI,JL. DUMMY NO. 143,006/008,DESA SEJAHTERA,KECAMATAN C,MALANG,JAWA TIMUR,BUDDHA,BELUM KAWIN,PETANI,WNI
1286731711013244,BUDI SANTOSO,SURABAYA,2001-11-17,LAKI-LAKI,JL. DUMMY NO. 136,002/002,DESA MAJU,KECAMATAN C,BANDUNG,JAWA TENGAH,HINDU,KAWIN,PETANI,WNI
9142951204061892,ADI WIJAYA,BANDUNG,2006-04-12,LAKI-LAKI,JL. DUMMY NO. 42,003/007,DESA MAJU,KECAMATAN C,SURABAYA,JAWA BARAT,KATOLIK,BELUM KAWIN,PELAJAR/MAHASISWA,WNI
8330585710007154,EKO LESTARI,BANDUNG,2000-10-17,PEREMPUAN,JL. DUMMY NO. 99,005/007,DESA MAJU,KECAMATAN C,BANDUNG,JAWA TIMUR,BUDDHA,BELUM KAWIN,PETANI,WNI
6262661811047600,BUDI SANTOSO,MALANG,2004-11-18,LAKI-LAKI,JL. DUMMY NO. 16,009/008,DESA MAKMUR,KECAMATAN A,SEMARANG,JAWA TIMUR,BUDDHA,KAWIN,BURUH,WNI
6934682811581376,DEWI WIJAYA,SEMARANG,1958-11-28,LAKI-LAKI,JL. DUMMY NO. 71,003/007,DESA MAKMUR,KECAMATAN C,BANDUNG,JAWA TENGAH,HINDU,KAWIN,PETANI,WNI
6381021407681574,BUDI SAPUTRA,BANDUNG,1968-07-14,LAKI-LAKI,JL. DUMMY NO. 106,007/010,DESA MAKMUR,KECAMATAN C,MALANG,JAWA TENGAH,KATOLIK,BELUM KAWIN,BURUH,WNI
2583286508697207,DEWI PERMANA,MALANG,1969-08-25,PEREMPUAN,JL. DUMMY NO. 25,010/003,DESA MAKMUR,KECAMATAN B,BANDUNG,JAWA TENGAH,KATOLIK,BELUM KAWIN,WIRASWASTA,WNI
6306852606669673,HADI PRATAMA,BOGOR,1966-06-26,LAKI-LAKI,JL. DUMMY NO. 167,002/010,DESA MAJU,KECAMATAN B,MALANG,JAWA TENGAH,HINDU,KAWIN,PELAJAR/MAHASISWA,WNI
5808941905069174,CITRA LESTARI,SURABAYA,2006-05-19,LAKI-LAKI,JL. DUMMY NO. 136,006/008,DESA MAJU,KECAMATAN C,SEMARANG,JAWA TENGAH,ISLAM,BELUM KAWIN,WIRASWASTA,WNI
8160716511461674,BUDI LESTARI,SURABAYA,1946-11-25,PEREMPUAN,JL. DUMMY NO. 150,001/004,DESA MAKMUR,KECAMATAN C,SURABAYA,JAWA TENGAH,KATOLIK,KAWIN,BURUH,WNI
7656652101951942,JOKO SANTOSO,BANDUNG,1995-01-21,LAKI-LAKI,JL. DUMMY NO. 155,002/004,DESA MAKMUR,KECAMATAN C,SURABAYA,JAWA TENGAH,KRISTEN,BELUM KAWIN,WIRASWASTA,WNI
6132974101783812,HADI SAPUTRA,SURABAYA,1978-01-01,PEREMPUAN,JL. DUMMY NO. 20,005/009,DESA MAJU,KECAMATAN C,BANDUNG,JAWA TENGAH,KATOLIK,BELUM KAWIN,PELAJAR/MAHASISWA,WNI
8409366410524455,HADI SAPUTRA,BOGOR,1952-10-24,PEREMPUAN,JL. DUMMY NO. 140,009/004,DESA MAJU,KECAMATAN C,BOGOR,JAWA TIMUR,KRISTEN,KAWIN,WIRASWASTA,WNI
7733500810478914,DEWI WIJAYA,SEMARANG,1947-10-08,LAKI-LAKI,JL. DUMMY NO. 20,003/001,DESA MAJU,KECAMATAN C,BANDUNG,JAWA TENGAH,BUDDHA,KAWIN,BURUH,WNI
8512753105047435,BUDI WIJAYA,SEMARANG,2004-05-31,LAKI-LAKI,JL. DUMMY NO. 196,002/004,DESA MAKMUR,KECAMATAN B,BOGOR,JAWA TIMUR,HINDU,KAWIN,BURUH,WNI
4910436806609308,GITA SANTOSO,BANDUNG,1960-06-28,PEREMPUAN,JL. DUMMY NO. 194,002/003,DESA MAKMUR,KECAMATAN C,BOGOR,JAWA BARAT,BUDDHA,KAWIN,PETANI,WNI
4434654306841955,HADI SAPUTRA,BOGOR,1984-06-03,PEREMPUAN,JL. DUMMY NO. 166,007/001,DESA MAJU,KECAMATAN A,MALANG,JAWA TENGAH,KRISTEN,KAWIN,KARYAWAN SWASTA,WNI
2133064409881806,BUDI SAPUTRA,BANDUNG,1988-09-04,PEREMPUAN,JL. DUMMY NO. 124,004/005,DESA MAJU,KECAMATAN C,MALANG,JAWA TIMUR,KATOLIK,BELUM KAWIN,WIRASWASTA,WNI
9064067003789415,EKO PRATAMA,SEMARANG,1978-03-30,PEREMPUAN,JL. DUMMY NO. 45,005/008,DESA MAKMUR,KECAMATAN A,SURABAYA,JAWA BARAT,HINDU,KAWIN,KARYAWAN SWASTA,WNI
6853362206545316,ADI WIJAYA,SURABAYA,1954-06-22,LAKI-LAKI,JL. DUMMY NO. 7,003/010,DESA SEJAHTERA,KECAMATAN C,MALANG,JAWA TIMUR,KRISTEN,BELUM KAWIN,BURUH,WNI
3814534501809695,INDRA SAPUTRA,SEMARANG,1980-01-05,PEREMPUAN,JL. DUMMY NO. 91,003/004,DESA SEJAHTERA,KECAMATAN C,SEMARANG,JAWA BARAT,KRISTEN,BELUM KAWIN,WIRASWASTA,WNI
5526091809588202,BUDI SANTOSO,SEMARANG,1958-09-18,LAKI-LAKI,JL. DUMMY NO. 3,001/003,DESA SEJAHTERA,KECAMATAN C,SEMARANG,JAWA TENGAH,ISLAM,BELUM KAWIN,KARYAWAN SWASTA,WNI
2223631011029833,FARHAN WIJAYA,MALANG,2002-11-10,LAKI-LAKI,JL. DUMMY NO. 51,006/004,DESA MAKMUR,KECAMATAN C,SURABAYA,JAWA TIMUR,HINDU,KAWIN,BURUH,WNI
5297324407560146,INDRA WIJAYA,BOGOR,1956-07-04,PEREMPUAN,JL. DUMMY NO. 54,009/003,DESA SEJAHTERA,KECAMATAN C,SURABAYA,JAWA TENGAH,KATOLIK,KAWIN,PETANI,WNI
6176844406854708,DEWI PERMANA,MALANG,1985-06-04,PEREMPUAN,JL. DUMMY NO. 88,004/005,DESA SEJAHTERA,KECAMATAN B,SURABAYA,JAWA TIMUR,KRISTEN,KAWIN,PELAJAR/MAHASISWA,WNI
7670981507047519,JOKO SAPUTRA,SURABAYA,2004-07-15,LAKI-LAKI,JL. DUMMY NO. 119,002/006,DESA MAKMUR,KECAMATAN A,BANDUNG,JAWA BARAT,ISLAM,BELUM KAWIN,WIRASWASTA,WNI
2774030708914249,FARHAN SAPUTRA,BANDUNG,1991-08-07,LAKI-LAKI,JL. DUMMY NO. 72,001/002,DESA MAKMUR,KECAMATAN C,BOGOR,JAWA BARAT,KATOLIK,KAWIN,PETANI,WNI
4201961006960179,EKO PERMANA,BANDUNG,1996-06-10,LAKI-LAKI,JL. DUMMY NO. 200,004/009,DESA SEJAHTERA,KECAMATAN C,MALANG,JAWA TENGAH,ISLAM,BELUM KAWIN,KARYAWAN SWASTA,WNI
1866812702556997,BUDI SANTOSO,SEMARANG,1955-02-27,LAKI-LAKI,JL. DUMMY NO. 150,004/001,DESA MAJU,KECAMATAN B,SEMARANG,JAWA TIMUR,KRISTEN,KAWIN,PETANI,WNI
9062123008805136,CITRA WIJAYA,SEMARANG,1980-08-30,LAKI-LAKI,JL. DUMMY NO. 153,004/009,DESA SEJAHTERA,KECAMATAN C,SEMARANG,JAWA BARAT,BUDDHA,KAWIN,KARYAWAN SWASTA,WNI
8966951601067207,FARHAN LESTARI,MALANG,2006-01-16,LAKI-LAKI,JL. DUMMY NO. 67,006/001,DESA MAKMUR,KECAMATAN C,SURABAYA,JAWA TENGAH,BUDDHA,KAWIN,BURUH,WNI
8963814311859688,BUDI LESTARI,BOGOR,1985-11-03,PEREMPUAN,JL. DUMMY NO. 62,004/004,DESA MAKMUR,KECAMATAN C,BANDUNG,JAWA TIMUR,BUDDHA,KAWIN,PELAJAR/MAHASISWA,WNI
6885954604020908,DEWI PRATAMA,SEMARANG,2002-04-06,PEREMPUAN,JL. DUMMY NO. 171,008/001,DESA MAJU,KECAMATAN B,BANDUNG,JAWA TENGAH,KATOLIK,KAWIN,KARYAWAN SWASTA,WNI
4820766508653462,FARHAN SANTOSO,BOGOR,1965-08-25,PEREMPUAN,JL. DUMMY NO. 153,006/009,DESA SEJAHTERA,KECAMATAN A,SEMARANG,JAWA TIMUR,KATOLIK,BELUM KAWIN,WIRASWASTA,WNI
2648464111695747,ADI PRATAMA,BANDUNG,1969-11-01,PEREMPUAN,JL. DUMMY NO. 86,008/001,DESA MAJU,KECAMATAN B,SEMARANG,JAWA TENGAH,HINDU,KAWIN,KARYAWAN SWASTA,WNI
6481266504467011,JOKO WIJAYA,BOGOR,1946-04-25,PEREMPUAN,JL. DUMMY NO. 186,010/006,DESA MAKMUR,KECAMATAN B,BANDUNG,JAWA TIMUR,KRISTEN,KAWIN,PETANI,WNI
7677575708479110,HADI SANTOSO,SURABAYA,1947-08-17,PEREMPUAN,JL. DUMMY NO. 163,008/008,DESA MAJU,KECAMATAN B,BOGOR,JAWA TENGAH,BUDDHA,KAWIN,PELAJAR/MAHASISWA,WNI
4049020607953697,BUDI LESTARI,MALANG,1995-07-06,LAKI-LAKI,JL. DUMMY NO. 177,005/005,DESA SEJAHTERA,KECAMATAN C,BOGOR,JAWA BARAT,HINDU,KAWIN,BURUH,WNI
2610662310722891,ADI PRATAMA,SEMARANG,1972-10-23,LAKI-LAKI,JL. DUMMY NO. 43,007/002,DESA MAKMUR,KECAMATAN C,SURABAYA,JAWA TIMUR,KATOLIK,KAWIN,PETANI,WNI
7231630503485968,BUDI LESTARI,SURABAYA,1948-03-05,LAKI-LAKI,JL. DUMMY NO. 76,003/002,DESA MAKMUR,KECAMATAN A,BANDUNG,JAWA TIMUR,KATOLIK,KAWIN,PELAJAR/MAHASISWA,WNI
5679865604893111,DEWI SAPUTRA,SEMARANG,1989-04-16,PEREMPUAN,JL. DUMMY NO. 84,010/008,DESA SEJAHTERA,KECAMATAN A,MALANG,JAWA TENGAH,KATOLIK,BELUM KAWIN,PETANI,WNI
6620910511033678,CITRA LESTARI,MALANG,2003-11-05,LAKI-LAKI,JL. DUMMY NO. 95,009/003,DESA SEJAHTERA,KECAMATAN B,BOGOR,JAWA TIMUR,KRISTEN,BELUM KAWIN,BURUH,WNI
6386606211901486,FARHAN SANTOSO,SEMARANG,1990-11-22,PEREMPUAN,JL. DUMMY NO. 106,004/001,DESA MAKMUR,KECAMATAN C,SURABAYA,JAWA TIMUR,BUDDHA,BELUM KAWIN,PELAJAR/MAHASISWA,WNI
9364871605888387,BUDI PERMANA,MALANG,1988-05-16,LAKI-LAKI,JL. DUMMY NO. 169,004/005,DESA MAKMUR,KECAMATAN C,BANDUNG,JAWA TENGAH,KRISTEN,BELUM KAWIN,WIRASWASTA,WNI
3042693105081331,FARHAN SANTOSO,SURABAYA,2008-05-31,LAKI-LAKI,JL. DUMMY NO. 155,001/010,DESA SEJAHTERA,KECAMATAN B,SURABAYA,JAWA TENGAH,HINDU,KAWIN,KARYAWAN SWASTA,WNI
3434235312562487,CITRA SANTOSO,MALANG,1956-12-13,PEREMPUAN,JL. DUMMY NO. 69,004/007,DESA MAKMUR,KECAMATAN C,BANDUNG,JAWA TIMUR,HINDU,KAWIN,PETANI,WNI
1314672009944155,FARHAN PERMANA,BANDUNG,1994-09-20,LAKI-LAKI,JL. DUMMY NO. 101,002/004,DESA SEJAHTERA,KECAMATAN A,MALANG,JAWA TENGAH,KRISTEN,KAWIN,BURUH,WNI
6329392501686601,GITA SANTOSO,SEMARANG,1968-01-25,LAKI-LAKI,JL. DUMMY NO. 183,004/001,DESA MAKMUR,KECAMATAN A,SEMARANG,JAWA TIMUR,KATOLIK,BELUM KAWIN,PETANI,WNI
5666642106972817,HADI LESTARI,BANDUNG,1997-06-21,LAKI-LAKI,JL. DUMMY NO. 177,004/007,DESA SEJAHTERA,KECAMATAN B,SEMARANG,JAWA TENGAH,KATOLIK,BELUM KAWIN,KARYAWAN SWASTA,WNI
7338645710540993,EKO PRATAMA,BANDUNG,1954-10-17,PEREMPUAN,JL. DUMMY NO. 21,010/004,DESA SEJAHTERA,KECAMATAN B,SEMARANG,JAWA TENGAH,ISLAM,KAWIN,WIRASWASTA,WNI
8427035705587688,FARHAN LESTARI,MALANG,1958-05-17,PEREMPUAN,JL. DUMMY NO. 130,002/010,DESA SEJAHTERA,KECAMATAN A,SEMARANG,JAWA TIMUR,ISLAM,BELUM KAWIN,KARYAWAN SWASTA,WNI
6945810511478835,EKO WIJAYA,SURABAYA,1947-11-05,LAKI-LAKI,JL. DUMMY NO. 61,001/010,DESA MAJU,KECAMATAN A,MALANG,JAWA TENGAH,HINDU,BELUM KAWIN,PELAJAR/MAHASISWA,WNI
4442421202715746,INDRA WIJAYA,BOGOR,1971-02-12,LAKI-LAKI,JL. DUMMY NO. 87,009/003,DESA MAKMUR,KECAMATAN B,MALANG,JAWA BARAT,ISLAM,KAWIN,KARYAWAN SWASTA,WNI
1579190909710488,FARHAN PERMANA,MALANG,1971-09-09,LAKI-LAKI,JL. DUMMY NO. 47,008/002,DESA SEJAHTERA,KECAMATAN A,BANDUNG,JAWA BARAT,KATOLIK,KAWIN,WIRASWASTA,WNI
6298012202723991,CITRA PRATAMA,BANDUNG,1972-02-22,LAKI-LAKI,JL. DUMMY NO. 60,006/005,DESA MAJU,KECAMATAN A,BOGOR,JAWA TENGAH,KATOLIK,BELUM KAWIN,WIRASWASTA,WNI
3998601603694899,INDRA SAPUTRA,MALANG,1969-03-16,LAKI-LAKI,JL. DUMMY NO. 190,003/001,DESA SEJAHTERA,KECAMATAN A,BANDUNG,JAWA TIMUR,KRISTEN,KAWIN,BURUH,WNI
3395795907819205,GITA LESTARI,BOGOR,1981-07-19,PEREMPUAN,JL. DUMMY NO. 84,006/005,DESA MAKMUR,KECAMATAN A,BOGOR,JAWA TENGAH,KRISTEN,BELUM KAWIN,KARYAWAN SWASTA,WNI
6039941908643060,JOKO PERMANA,BANDUNG,1964-08-19,LAKI-LAKI,JL. DUMMY NO. 99,008/004,DESA SEJAHTERA,KECAMATAN A,MALANG,JAWA TENGAH,ISLAM,KAWIN,WIRASWASTA,WNI
9666065411695064,JOKO LESTARI,BANDUNG,1969-11-14,PEREMPUAN,JL. DUMMY NO. 97,002/007,DESA SEJAHTERA,KECAMATAN C,SEMARANG,JAWA BARAT,KATOLIK,KAWIN,BURUH,WNI
2443576306904509,DEWI LESTARI,MALANG,1990-06-23,PEREMPUAN,JL. DUMMY NO. 156,007/009,DESA SEJAHTERA,KECAMATAN C,BOGOR,JAWA TIMUR,ISLAM,BELUM KAWIN,WIRASWASTA,WNI
6045172110889522,EKO PRATAMA,BOGOR,1988-10-21,LAKI-LAKI,JL. DUMMY NO. 27,007/004,DESA MAKMUR,KECAMATAN B,SEMARANG,JAWA BARAT,HINDU,BELUM KAWIN,PETANI,WNI
1554971905484056,INDRA PERMANA,BOGOR,1948-05-19,LAKI-LAKI,JL. DUMMY NO. 160,005/009,DESA SEJAHTERA,KECAMATAN B,SURABAYA,JAWA BARAT,HINDU,BELUM KAWIN,KARYAWAN SWASTA,WNI
6613196002515465,ADI PERMANA,SEMARANG,1951-02-20,PEREMPUAN,JL. DUMMY NO. 147,004/004,DESA MAJU,KECAMATAN B,SURABAYA,JAWA TIMUR,KATOLIK,KAWIN,PETANI,WNI
2241390809618652,INDRA SANTOSO,BOGOR,1961-09-08,LAKI-LAKI,JL. DUMMY NO. 138,004/008,DESA MAJU,KECAMATAN C,BANDUNG,JAWA TIMUR,KRISTEN,BELUM KAWIN,BURUH,WNI
1256415303597720,ADI SAPUTRA,BOGOR,1959-03-13,PEREMPUAN,JL. DUMMY NO. 98,008/007,DESA MAJU,KECAMATAN A,BANDUNG,JAWA TENGAH,KRISTEN,KAWIN,KARYAWAN SWASTA,WNI
6370022804875496,BUDI LESTARI,BANDUNG,1987-04-28,LAKI-LAKI,JL. DUMMY NO. 191,008/008,DESA MAJU,KECAMATAN C,SEMARANG,JAWA TENGAH,BUDDHA,KAWIN,WIRASWASTA,WNI
7480392202554151,FARHAN SANTOSO,MALANG,1955-02-22,LAKI-LAKI,JL. DUMMY NO. 7,007/007,DESA MAJU,KECAMATAN C,MALANG,JAWA BARAT,BUDDHA,BELUM KAWIN,PETANI,WNI
1706215806981346,DEWI WIJAYA,BOGOR,1998-06-18,PEREMPUAN,JL. DUMMY NO. 93,009/003,DESA MAKMUR,KECAMATAN C,SEMARANG,JAWA TIMUR,KRISTEN,KAWIN,KARYAWAN SWASTA,WNI
2224792710816125,EKO PRATAMA,BOGOR,1981-10-27,LAKI-LAKI,JL. DUMMY NO. 44,009/010,DESA MAJU,KECAMATAN C,SEMARANG,JAWA TENGAH,ISLAM,KAWIN,PETANI,WNI
6098785609493124,GITA PRATAMA,MALANG,1949-09-16,PEREMPUAN,JL. DUMMY NO. 134,010/008,DESA SEJAHTERA,KECAMATAN B,MALANG,JAWA TENGAH,KRISTEN,BELUM KAWIN,BURUH,WNI
5702706410814456,EKO PRATAMA,SEMARANG,1981-10-24,PEREMPUAN,JL. DUMMY NO. 124,004/001,DESA MAJU,KECAMATAN C,MALANG,JAWA BARAT,ISLAM,BELUM KAWIN,PELAJAR/MAHASISWA,WNI
4397276106937144,FARHAN SAPUTRA,BOGOR,1993-06-21,PEREMPUAN,JL. DUMMY NO. 185,007/003,DESA MAJU,KECAMATAN B,BANDUNG,JAWA BARAT,KRISTEN,BELUM KAWIN,PELAJAR/MAHASISWA,WNI
4064985404843066,ADI SAPUTRA,SURABAYA,1984-04-14,PEREMPUAN,JL. DUMMY NO. 167,001/007,DESA MAJU,KECAMATAN B,SEMARANG,JAWA TIMUR,KRISTEN,KAWIN,KARYAWAN SWASTA,WNI
4424936406660280,INDRA PRATAMA,MALANG,1966-06-24,PEREMPUAN,JL. DUMMY NO. 149,007/001,DESA MAKMUR,KECAMATAN C,MALANG,JAWA BARAT,KRISTEN,KAWIN,PELAJAR/MAHASISWA,WNI
1482546406914089,ADI SANTOSO,BANDUNG,1991-06-24,PEREMPUAN,JL. DUMMY NO. 2,005/004,DESA SEJAHTERA,KECAMATAN C,BOGOR,JAWA TENGAH,KRISTEN,KAWIN,WIRASWASTA,WNI
2592904410984599,HADI WIJAYA,SEMARANG,1998-10-04,PEREMPUAN,JL. DUMMY NO. 188,003/007,DESA MAJU,KECAMATAN B,SEMARANG,JAWA TIMUR,KATOLIK,BELUM KAWIN,PETANI,WNI
2076715204946304,EKO PERMANA,SEMARANG,1994-04-12,PEREMPUAN,JL. DUMMY NO. 152,005/009,DESA MAKMUR,KECAMATAN B,BANDUNG,JAWA BARAT,HINDU,BELUM KAWIN,BURUH,WNI
4397591907620472,DEWI PERMANA,MALANG,1962-07-19,LAKI-LAKI,JL. DUMMY NO. 130,003/002,DESA MAKMUR,KECAMATAN B,SURABAYA,JAWA TENGAH,HINDU,KAWIN,WIRASWASTA,WNI
5480701905055331,HADI PERMANA,BANDUNG,2005-05-19,LAKI-LAKI,JL. DUMMY NO. 131,004/008,DESA SEJAHTERA,KECAMATAN C,SURABAYA,JAWA TIMUR,KATOLIK,BELUM KAWIN,WIRASWASTA,WNI
7129364511900830,INDRA PERMANA,SEMARANG,1990-11-05,PEREMPUAN,JL. DUMMY NO. 42,007/004,DESA SEJAHTERA,KECAMATAN B,MALANG,JAWA TENGAH,ISLAM,KAWIN,KARYAWAN SWASTA,WNI
8008980202771629,INDRA PERMANA,BOGOR,1977-02-02,LAKI-LAKI,JL. DUMMY NO. 54,006/008,DESA MAJU,KECAMATAN B,BANDUNG,JAWA TIMUR,KATOLIK,BELUM KAWIN,KARYAWAN SWASTA,WNI
7000274203884359,EKO PERMANA,SEMARANG,1988-03-02,PEREMPUAN,JL. DUMMY NO. 152,001/008,DESA SEJAHTERA,KECAMATAN B,SEMARANG,JAWA TENGAH,KRISTEN,BELUM KAWIN,KARYAWAN SWASTA,WNI
6446941405632324,EKO SANTOSO,BANDUNG,1963-05-14,LAKI-LAKI,JL. DUMMY NO. 130,009/007,DESA MAKMUR,KECAMATAN C,SEMARANG,JAWA TIMUR,BUDDHA,KAWIN,PELAJAR/MAHASISWA,WNI
7323785511823979,EKO PERMANA,BOGOR,1982-11-15,PEREMPUAN,JL. DUMMY NO. 48,002/007,DESA SEJAHTERA,KECAMATAN A,MALANG,JAWA TENGAH,KATOLIK,BELUM KAWIN,PELAJAR/MAHASISWA,WNI
6647012609935924,ADI WIJAYA,SURABAYA,1993-09-26,LAKI-LAKI,JL. DUMMY NO. 98,010/009,DESA MAJU,KECAMATAN A,MALANG,JAWA BARAT,BUDDHA,BELUM KAWIN,PETANI,WNI
7751131804052338,GITA WIJAYA,MALANG,2005-04-18,LAKI-LAKI,JL. DUMMY NO. 41,003/008,DESA SEJAHTERA,KECAMATAN C,SURABAYA,JAWA BARAT,HINDU,BELUM KAWIN,WIRASWASTA,WNI
5392936007788794,HADI PRATAMA,SURABAYA,1978-07-20,PEREMPUAN,JL. DUMMY NO. 200,007/006,DESA MAKMUR,KECAMATAN B,BOGOR,JAWA BARAT,HINDU,KAWIN,PETANI,WNI
1869292706671630,BUDI LESTARI,BOGOR,1967-06-27,LAKI-LAKI,JL. DUMMY NO. 20,009/006,DESA MAKMUR,KECAMATAN A,BANDUNG,JAWA BARAT,KATOLIK,BELUM KAWIN,PETANI,WNI
7556491410032845,EKO SAPUTRA,SEMARANG,2003-10-14,LAKI-LAKI,JL. DUMMY NO. 104,003/009,DESA SEJAHTERA,KECAMATAN B,BOGOR,JAWA TENGAH,BUDDHA,KAWIN,WIRASWASTA,WNI
7947292202652838,HADI SAPUTRA,SURABAYA,1965-02-22,LAKI-LAKI,JL. DUMMY NO. 167,006/001,DESA SEJAHTERA,KECAMATAN B,SURABAYA,JAWA BARAT,ISLAM,KAWIN,WIRASWASTA,WNI
2688201403890075,FARHAN WIJAYA,BOGOR,1989-03-14,LAKI-LAKI,JL. DUMMY NO. 33,009/006,DESA MAJU,KECAMATAN A,BANDUNG,JAWA TIMUR,ISLAM,KAWIN,PETANI,WNI
6930092006656803,INDRA PERMANA,BANDUNG,1965-06-20,LAKI-LAKI,JL. DUMMY NO. 151,006/004,DESA MAJU,KECAMATAN C,SEMARANG,JAWA TENGAH,BUDDHA,KAWIN,KARYAWAN SWASTA,WNI
1141022401744888,BUDI PERMANA,BOGOR,1974-01-24,LAKI-LAKI,JL. DUMMY NO. 67,007/002,DESA MAJU,KECAMATAN B,BOGOR,JAWA BARAT,ISLAM,BELUM KAWIN,KARYAWAN SWASTA,WNI
9249372906808523,INDRA WIJAYA,SURABAYA,1980-06-29,LAKI-LAKI,JL. DUMMY NO. 40,009/003,DESA SEJAHTERA,KECAMATAN A,SURABAYA,JAWA TENGAH,HINDU,BELUM KAWIN,KARYAWAN SWASTA,WNI
4886161607987118,EKO PRATAMA,MALANG,1998-07-16,LAKI-LAKI,JL. DUMMY NO. 120,008/002,DESA MAKMUR,KECAMATAN B,BOGOR,JAWA TENGAH,HINDU,BELUM KAWIN,WIRASWASTA,WNI
4046635301596350,DEWI SANTOSO,BOGOR,1959-01-13,PEREMPUAN,JL. DUMMY NO. 140,004/005,DESA SEJAHTERA,KECAMATAN C,BOGOR,JAWA BARAT,HINDU,KAWIN,WIRASWASTA,WNI
7769640110901890,FARHAN WIJAYA,BOGOR,1990-10-01,LAKI-LAKI,JL. DUMMY NO. 114,002/005,DESA MAJU,KECAMATAN C,SURABAYA,JAWA TENGAH,ISLAM,KAWIN,PELAJAR/MAHASISWA,WNI
5727976609596301,HADI PERMANA,SEMARANG,1959-09-26,PEREMPUAN,JL. DUMMY NO. 35,003/004,DESA SEJAHTERA,KECAMATAN C,BANDUNG,JAWA BARAT,KATOLIK,KAWIN,PELAJAR/MAHASISWA,WNI
6216542807642484,CITRA SANTOSO,MALANG,1964-07-28,LAKI-LAKI,JL. DUMMY NO. 55,007/005,DESA MAJU,KECAMATAN B,MALANG,JAWA BARAT,BUDDHA,KAWIN,PELAJAR/MAHASISWA,WNI
5614145308994766,FARHAN LESTARI,SEMARANG,1999-08-13,PEREMPUAN,JL. DUMMY NO. 107,007/010,DESA MAJU,KECAMATAN B,SEMARANG,JAWA TENGAH,HINDU,BELUM KAWIN,BURUH,WNI
8634925601977079,JOKO LESTARI,MALANG,1997-01-16,PEREMPUAN,JL. DUMMY NO. 148,002/006,DESA MAKMUR,KECAMATAN B,BOGOR,JAWA BARAT,ISLAM,KAWIN,WIRASWASTA,WNI
5814100601656939,EKO LESTARI,BANDUNG,1965-01-06,LAKI-LAKI,JL. DUMMY NO. 42,004/002,DESA MAKMUR,KECAMATAN A,SEMARANG,JAWA BARAT,KATOLIK,KAWIN,KARYAWAN SWASTA,WNI
1442470608912926,CITRA WIJAYA,MALANG,1991-08-06,LAKI-LAKI,JL. DUMMY NO. 95,003/007,DESA SEJAHTERA,KECAMATAN B,SEMARANG,JAWA BARAT,KRISTEN,KAWIN,PETANI,WNI
5930276105788385,JOKO PRATAMA,BANDUNG,1978-05-21,PEREMPUAN,JL. DUMMY NO. 41,004/007,DESA SEJAHTERA,KECAMATAN A,SURABAYA,JAWA TIMUR,KRISTEN,KAWIN,KARYAWAN SWASTA,WNI
7069136503484413,HADI SANTOSO,MALANG,1948-03-25,PEREMPUAN,JL. DUMMY NO. 54,004/002,DESA SEJAHTERA,KECAMATAN A,SEMARANG,JAWA TENGAH,KATOLIK,BELUM KAWIN,PELAJAR/MAHASISWA,WNI
4594401403016948,CITRA SANTOSO,MALANG,2001-03-14,LAKI-LAKI,JL. DUMMY NO. 22,005/001,DESA MAJU,KECAMATAN C,SURABAYA,JAWA TIMUR,ISLAM,KAWIN,PELAJAR/MAHASISWA,WNI
5482100603879647,HADI PRATAMA,BANDUNG,1987-03-06,LAKI-LAKI,JL. DUMMY NO. 49,008/007,DESA MAJU,KECAMATAN C,SURABAYA,JAWA TIMUR,HINDU,KAWIN,PELAJAR/MAHASISWA,WNI
2263785801992446,GITA PRATAMA,BANDUNG,1999-01-18,PEREMPUAN,JL. DUMMY NO. 109,006/002,DESA MAKMUR,KECAMATAN C,MALANG,JAWA BARAT,BUDDHA,KAWIN,WIRASWASTA,WNI
2831532609539613,EKO WIJAYA,SEMARANG,1953-09-26,LAKI-LAKI,JL. DUMMY NO. 80,007/005,DESA MAJU,KECAMATAN C,BOGOR,JAWA TENGAH,ISLAM,KAWIN,PETANI,WNI
4512387107479395,INDRA PRATAMA,BOGOR,1947-07-31,PEREMPUAN,JL. DUMMY NO. 199,004/003,DESA MAJU,KECAMATAN C,MALANG,JAWA TENGAH,ISLAM,BELUM KAWIN,WIRASWASTA,WNI
3838382211726613,HADI LESTARI,BOGOR,1972-11-22,LAKI-LAKI,JL. DUMMY NO. 31,010/009,DESA SEJAHTERA,KECAMATAN C,BOGOR,JAWA BARAT,ISLAM,KAWIN,PELAJAR/MAHASISWA,WNI
2721505201033126,EKO LESTARI,SEMARANG,2003-01-12,PEREMPUAN,JL. DUMMY NO. 170,001/004,DESA SEJAHTERA,KECAMATAN A,SEMARANG,JAWA BARAT,ISLAM,BELUM KAWIN,WIRASWASTA,WNI
